customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust2577,male,1,no,no,71,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,90.98,6459.58,yes
cust2578,female,0,no,yes,31,no,no phone service,fiber optic,no,yes,yes,no,yes,no,two year,yes,bank transfer,58.58,1815.98,no
cust2579,female,1,yes,no,26,no,no phone service,dsl,no,yes,yes,yes,no,no,one year,no,credit card,101.87,2648.62,no
cust2580,female,1,yes,yes,30,yes,no,fiber optic,no,no,yes,no,yes,no,two year,no,mailed check,73.99,2219.7,no
cust2581,male,1,yes,yes,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,60.89,2070.26,yes
cust2582,female,1,no,yes,46,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,91.93,4228.78,no
cust2583,female,1,yes,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer,112.74,7779.06,no
cust2584,male,0,yes,yes,5,no,no phone service,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer,101.2,506.0,yes
cust2585,female,0,yes,yes,61,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,bank transfer,113.07,6897.27,no
cust2586,female,0,yes,yes,38,no,no phone service,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,electronic check,46.59,1770.42,no
cust2587,female,0,no,yes,28,no,no phone service,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,no,bank transfer,31.85,891.8,yes
cust2588,female,1,yes,no,26,yes,no,fiber optic,yes,yes,no,yes,yes,no,one year,no,bank transfer,73.43,1909.18,no
cust2589,male,0,no,no,61,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card,24.44,1490.84,no
cust2590,female,1,no,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,87.46,2011.58,yes
cust2591,female,1,yes,yes,46,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,44.0,2024.0,yes
cust2592,male,0,no,no,30,no,no phone service,dsl,yes,no,no,no,no,yes,one year,no,credit card,65.44,1963.2,yes
cust2593,female,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,85.56,5732.52,yes
cust2594,male,0,no,no,33,no,no phone service,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card,68.31,2254.23,yes
cust2595,female,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,43.61,130.83,yes
cust2596,male,1,no,no,69,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,no,mailed check,108.04,7454.76,no
cust2597,male,1,no,yes,42,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,no,mailed check,96.45,4050.9,yes
cust2598,male,0,no,no,62,yes,yes,dsl,no,no,no,yes,yes,yes,two year,no,credit card,80.11,4966.82,yes
cust2599,male,1,yes,no,58,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,mailed check,89.85,5211.3,no
cust2600,female,1,yes,yes,57,no,no phone service,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,61.53,3507.21,no
cust2601,male,1,no,no,1,no,no phone service,fiber optic,no,no,yes,no,yes,no,two year,yes,mailed check,57.59,57.59,no
cust2602,female,0,no,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,36.01,2160.6,no
cust2603,male,1,yes,no,69,no,no phone service,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card,100.36,6924.84,yes
cust2604,male,0,yes,yes,59,yes,no,fiber optic,yes,yes,no,yes,yes,no,one year,yes,electronic check,58.1,3427.9,no
cust2605,male,0,yes,no,46,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card,89.23,4104.58,yes
cust2606,female,1,yes,no,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,49.99,1699.66,no
cust2607,male,1,no,yes,25,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,99.6,2490.0,yes
cust2608,female,0,no,yes,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,30.52,1281.84,yes
cust2609,female,1,yes,yes,29,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,mailed check,82.5,2392.5,yes
cust2610,female,1,yes,yes,25,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer,100.76,2519.0,yes
cust2611,female,0,yes,no,54,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,86.03,4645.62,yes
cust2612,female,0,yes,no,67,no,no phone service,fiber optic,yes,no,no,yes,no,yes,month-to-month,no,mailed check,89.61,6003.87,yes
cust2613,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,72.6,1089.0,yes
cust2614,female,0,yes,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer,75.9,303.6,yes
cust2615,female,1,yes,no,38,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,26.59,1010.42,yes
cust2616,female,1,yes,no,20,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,45.08,901.6,no
cust2617,male,0,no,yes,23,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,no,credit card,92.19,2120.37,yes
cust2618,male,0,no,no,37,yes,yes,dsl,yes,no,yes,no,no,no,one year,no,mailed check,114.54,4237.98,yes
cust2619,male,0,no,no,62,yes,yes,fiber optic,no,no,no,no,no,yes,one year,yes,mailed check,74.18,4599.16,no
cust2620,male,1,yes,yes,8,yes,no,dsl,no,no,no,no,no,yes,two year,yes,credit card,92.56,740.48,yes
cust2621,male,0,yes,no,37,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,88.36,3269.32,no
cust2622,female,1,yes,no,45,yes,no,fiber optic,no,no,yes,yes,no,yes,one year,yes,mailed check,119.94,5397.3,no
cust2623,female,0,no,no,33,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,99.5,3283.5,yes
cust2624,female,0,no,yes,7,no,no phone service,fiber optic,no,no,yes,yes,yes,no,two year,no,credit card,82.76,579.32,yes
cust2625,female,0,yes,yes,22,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,31.52,693.44,yes
cust2626,female,1,yes,no,5,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,56.27,281.35,yes
cust2627,female,1,no,yes,15,no,no phone service,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card,45.07,676.05,yes
cust2628,female,1,yes,no,21,no,no phone service,dsl,yes,yes,yes,no,no,yes,two year,no,credit card,105.37,2212.77,no
cust2629,male,0,yes,no,17,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,64.62,1098.54,no
cust2630,male,1,yes,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,73.53,4117.68,yes
cust2631,male,1,no,yes,50,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,electronic check,116.48,5824.0,yes
cust2632,male,0,yes,no,7,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,no,electronic check,103.67,725.69,no
cust2633,female,0,yes,no,50,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,98.98,4949.0,yes
cust2634,female,1,yes,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card,34.22,2053.2,no
cust2635,female,1,yes,no,7,yes,yes,fiber optic,no,yes,yes,yes,no,no,two year,no,bank transfer,22.28,155.96,yes
cust2636,male,1,no,no,40,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer,32.55,1302.0,yes
cust2637,female,1,no,yes,45,no,no phone service,dsl,no,yes,yes,no,yes,yes,one year,no,credit card,94.03,4231.35,yes
cust2638,female,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,61.07,3603.13,yes
cust2639,female,0,yes,yes,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,31.75,1746.25,no
cust2640,male,0,no,no,64,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,bank transfer,93.9,6009.6,yes
cust2641,female,1,yes,yes,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,39.46,2564.9,yes
cust2642,male,1,no,no,54,no,no phone service,fiber optic,no,yes,yes,yes,no,yes,one year,no,credit card,78.9,4260.6,yes
cust2643,male,0,yes,no,40,yes,yes,fiber optic,yes,no,no,yes,no,no,two year,yes,mailed check,94.15,3766.0,yes
cust2644,male,0,no,yes,53,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,no,electronic check,80.81,4282.93,yes
cust2645,male,1,no,yes,44,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,119.36,5251.84,yes
cust2646,female,1,no,no,63,no,no phone service,dsl,no,yes,no,yes,no,yes,two year,yes,credit card,63.42,3995.46,no
cust2647,male,0,yes,yes,2,no,no phone service,fiber optic,yes,no,yes,yes,yes,no,two year,no,mailed check,51.18,102.36,yes
cust2648,male,0,yes,yes,21,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,yes,credit card,40.12,842.52,yes
cust2649,female,0,yes,no,50,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,bank transfer,70.38,3519.0,yes
cust2650,female,1,no,no,52,yes,no,dsl,no,yes,yes,no,yes,no,one year,no,mailed check,105.25,5473.0,no
cust2651,male,1,yes,no,9,no,no phone service,dsl,yes,yes,yes,no,no,yes,one year,no,bank transfer,114.69,1032.21,no
cust2652,female,1,yes,no,20,no,no phone service,dsl,no,yes,yes,no,no,no,two year,yes,electronic check,117.21,2344.2,no
cust2653,male,1,yes,no,18,no,no phone service,fiber optic,no,yes,yes,no,yes,yes,two year,yes,mailed check,73.14,1316.52,yes
cust2654,male,1,yes,yes,30,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card,80.53,2415.9,no
cust2655,male,1,yes,no,65,yes,no,dsl,no,no,yes,yes,yes,no,one year,no,mailed check,78.15,5079.75,no
cust2656,male,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer,66.6,1598.4,no
cust2657,female,0,no,no,47,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer,35.22,1655.34,no
cust2658,male,1,no,no,44,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,no,electronic check,26.55,1168.2,yes
cust2659,female,0,yes,yes,29,no,no phone service,dsl,yes,no,yes,no,yes,yes,two year,no,credit card,63.66,1846.14,no
cust2660,female,1,no,no,68,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card,38.62,2626.16,yes
cust2661,female,0,no,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,108.67,1847.39,no
cust2662,female,1,yes,yes,5,yes,no,dsl,yes,no,no,no,no,no,one year,no,bank transfer,96.17,480.85,no
cust2663,male,0,yes,yes,50,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,credit card,81.84,4092.0,yes
cust2664,female,0,no,no,40,no,no phone service,fiber optic,no,no,no,no,yes,no,one year,yes,credit card,24.74,989.6,no
cust2665,male,1,yes,no,46,yes,yes,dsl,yes,no,yes,no,no,yes,two year,yes,bank transfer,82.22,3782.12,no
cust2666,female,1,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,82.11,4187.61,yes
cust2667,female,0,no,no,11,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,bank transfer,63.92,703.12,no
cust2668,male,0,no,no,12,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,credit card,85.78,1029.36,no
cust2669,male,1,yes,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,105.79,1375.27,no
cust2670,male,0,no,yes,64,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,95.8,6131.2,yes
cust2671,female,1,yes,no,8,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,67.34,538.72,no
cust2672,female,1,yes,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer,46.23,3004.95,yes
cust2673,male,0,yes,no,9,no,no phone service,dsl,yes,no,yes,no,yes,no,one year,yes,electronic check,67.78,610.02,yes
cust2674,male,1,yes,no,2,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,114.6,229.2,no
cust2675,male,0,yes,yes,13,no,no phone service,fiber optic,yes,yes,no,yes,yes,no,two year,yes,electronic check,102.0,1326.0,yes
cust2676,male,0,no,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer,22.7,45.4,no
cust2677,female,1,yes,yes,68,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,98.3,6684.4,yes
cust2678,male,0,yes,yes,48,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,37.06,1778.88,no
cust2679,male,1,yes,yes,3,no,no phone service,dsl,no,no,yes,no,yes,no,one year,yes,credit card,77.11,231.33,yes
cust2680,male,1,yes,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,100.65,6844.2,no
cust2681,male,1,yes,yes,6,no,no phone service,dsl,yes,no,no,no,no,no,two year,yes,credit card,76.13,456.78,no
cust2682,female,0,no,yes,5,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,60.39,301.95,yes
cust2683,male,1,yes,no,3,yes,no,dsl,no,no,no,yes,yes,yes,two year,yes,bank transfer,52.13,156.39,no
cust2684,female,0,yes,no,10,yes,no,dsl,yes,no,no,no,yes,no,two year,yes,electronic check,50.51,505.1,yes
cust2685,male,1,no,yes,43,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,103.74,4460.82,no
cust2686,male,1,yes,no,19,yes,yes,dsl,no,no,yes,no,no,no,two year,no,bank transfer,102.51,1947.69,yes
cust2687,female,1,no,no,14,yes,yes,dsl,yes,no,no,no,no,yes,one year,yes,electronic check,102.34,1432.76,no
cust2688,male,0,no,yes,21,yes,no,fiber optic,no,yes,yes,yes,yes,no,two year,yes,mailed check,48.27,1013.67,yes
cust2689,female,0,no,no,43,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,99.89,4295.27,yes
cust2690,female,1,no,yes,28,no,no phone service,dsl,yes,yes,no,yes,no,yes,month-to-month,no,electronic check,23.66,662.48,yes
cust2691,male,1,yes,yes,21,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card,40.65,853.65,no
cust2692,female,0,yes,no,36,no,no phone service,dsl,no,yes,yes,no,yes,no,month-to-month,no,credit card,71.45,2572.2,no
cust2693,female,0,no,yes,24,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,60.67,1456.08,no
cust2694,female,0,no,yes,54,yes,no,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,bank transfer,31.19,1684.26,no
cust2695,female,1,yes,no,38,yes,no,fiber optic,yes,yes,no,yes,no,no,one year,no,electronic check,24.17,918.46,no
cust2696,female,0,no,no,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,81.12,1379.04,no
cust2697,female,1,no,no,22,yes,no,fiber optic,no,yes,no,yes,yes,no,two year,no,mailed check,51.35,1129.7,yes
cust2698,female,0,no,no,45,no,no phone service,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer,21.6,972.0,yes
cust2699,female,1,yes,yes,61,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,credit card,63.09,3848.49,no
cust2700,male,1,no,no,11,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,bank transfer,50.68,557.48,yes
cust2701,male,1,yes,no,61,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,77.66,4737.26,no
cust2702,female,0,yes,yes,38,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,bank transfer,112.98,4293.24,no
cust2703,male,0,yes,yes,66,no,no phone service,fiber optic,no,no,no,no,no,yes,two year,yes,bank transfer,50.79,3352.14,no
cust2704,female,0,no,yes,33,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,119.71,3950.43,no
cust2705,female,1,no,yes,43,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer,28.6,1229.8,yes
cust2706,male,1,yes,no,31,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,28.83,893.73,yes
cust2707,female,0,yes,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,91.3,3195.5,no
cust2708,female,1,yes,yes,37,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card,94.86,3509.82,yes
cust2709,female,1,no,yes,47,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,credit card,62.29,2927.63,yes
cust2710,female,1,no,yes,23,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,no,credit card,48.6,1117.8,yes
cust2711,male,0,yes,yes,36,no,no phone service,dsl,no,yes,yes,yes,no,no,one year,yes,credit card,99.4,3578.4,no
cust2712,female,1,yes,no,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,115.62,4624.8,no
cust2713,female,0,no,yes,15,yes,no,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer,118.99,1784.85,yes
cust2714,female,0,yes,no,37,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,83.45,3087.65,yes
cust2715,male,0,no,yes,4,no,no phone service,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,94.01,376.04,no
cust2716,female,0,no,no,22,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer,102.22,2248.84,no
cust2717,male,0,yes,no,22,no,no phone service,dsl,no,no,yes,yes,no,no,two year,no,mailed check,99.89,2197.58,no
cust2718,male,1,yes,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer,119.34,2028.78,no
cust2719,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,bank transfer,101.04,7274.88,yes
cust2720,female,0,no,yes,38,no,no phone service,dsl,no,yes,yes,no,no,no,two year,yes,electronic check,86.26,3277.88,no
cust2721,male,0,no,no,24,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,no,credit card,57.62,1382.88,no
cust2722,female,1,no,yes,6,yes,yes,fiber optic,yes,no,yes,no,no,no,two year,yes,bank transfer,79.8,478.8,no
cust2723,male,1,no,no,68,yes,no,dsl,yes,yes,no,no,yes,yes,two year,no,bank transfer,108.04,7346.72,no
cust2724,male,1,yes,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,50.55,303.3,no
cust2725,female,1,no,yes,26,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,23.07,599.82,yes
cust2726,female,0,no,yes,41,no,no phone service,fiber optic,yes,yes,no,yes,yes,no,one year,yes,credit card,52.72,2161.52,no
cust2727,male,0,no,no,38,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,116.02,4408.76,no
cust2728,male,1,yes,no,43,no,no phone service,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,mailed check,99.41,4274.63,no
cust2729,male,1,yes,yes,53,yes,yes,dsl,no,yes,no,yes,no,no,one year,no,mailed check,38.71,2051.63,yes
cust2730,male,1,no,no,15,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card,21.2,318.0,yes
cust2731,female,1,no,yes,56,no,no phone service,fiber optic,yes,no,yes,yes,no,yes,one year,no,mailed check,86.91,4866.96,no
cust2732,female,0,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,77.9,4362.4,yes
cust2733,female,1,yes,yes,31,no,no phone service,dsl,yes,yes,no,no,no,no,two year,no,credit card,28.3,877.3,no
cust2734,female,1,yes,no,57,yes,no,dsl,no,no,yes,no,no,yes,one year,no,credit card,116.6,6646.2,yes
cust2735,female,1,yes,no,51,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,81.78,4170.78,no
cust2736,male,1,no,yes,24,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,no,mailed check,85.15,2043.6,no
cust2737,female,1,yes,yes,58,yes,yes,fiber optic,no,no,no,yes,no,yes,one year,no,electronic check,105.36,6110.88,no
cust2738,female,1,no,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer,53.71,214.84,yes
cust2739,female,1,no,yes,10,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,75.83,758.3,no
cust2740,female,0,yes,no,63,no,no phone service,dsl,no,yes,yes,yes,no,no,month-to-month,no,electronic check,77.62,4890.06,no
cust2741,female,0,yes,yes,15,no,no phone service,fiber optic,no,no,no,no,yes,yes,two year,no,electronic check,116.74,1751.1,yes
cust2742,male,0,yes,no,63,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,33.15,2088.45,yes
cust2743,male,0,yes,yes,19,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,95.89,1821.91,no
cust2744,male,0,no,no,63,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer,77.52,4883.76,no
cust2745,female,0,no,no,56,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,yes,bank transfer,104.54,5854.24,yes
cust2746,male,1,no,no,21,no,no phone service,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card,103.2,2167.2,yes
cust2747,male,1,yes,no,34,no,no phone service,fiber optic,no,yes,yes,yes,yes,yes,one year,no,bank transfer,21.2,720.8,yes
cust2748,female,0,no,no,17,yes,no,dsl,no,no,no,no,no,no,one year,no,electronic check,45.65,776.05,yes
cust2749,female,1,yes,yes,18,yes,yes,fiber optic,no,no,no,no,no,no,one year,no,credit card,38.08,685.44,yes
cust2750,female,0,no,yes,66,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,66.17,4367.22,yes
cust2751,male,1,yes,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,110.53,5637.03,no
cust2752,male,1,no,yes,65,no,no phone service,dsl,yes,no,no,yes,no,yes,month-to-month,no,mailed check,20.5,1332.5,no
cust2753,female,1,no,yes,43,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer,68.82,2959.26,no
cust2754,female,1,yes,yes,57,no,no phone service,dsl,yes,no,no,no,no,yes,two year,yes,electronic check,108.48,6183.36,yes
cust2755,male,1,no,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,112.62,1126.2,no
cust2756,male,1,no,yes,37,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,85.73,3172.01,yes
cust2757,female,0,yes,yes,48,no,no phone service,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card,102.98,4943.04,no
cust2758,female,0,yes,yes,69,no,no phone service,fiber optic,no,yes,yes,no,no,yes,one year,yes,credit card,52.41,3616.29,no
cust2759,male,1,yes,no,56,yes,yes,dsl,yes,yes,no,no,yes,no,one year,no,credit card,48.6,2721.6,yes
cust2760,female,0,yes,yes,36,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,yes,bank transfer,24.91,896.76,no
cust2761,male,1,yes,yes,31,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,no,bank transfer,70.32,2179.92,no
cust2762,male,0,no,yes,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,65.58,3606.9,no
cust2763,male,1,yes,no,38,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,57.19,2173.22,no
cust2764,male,0,no,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer,31.33,469.95,yes
cust2765,female,1,no,yes,16,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,43.08,689.28,yes
cust2766,female,0,yes,no,53,no,no phone service,dsl,no,no,no,yes,no,yes,two year,yes,credit card,40.37,2139.61,no
cust2767,male,1,no,no,56,no,no phone service,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card,114.4,6406.4,yes
cust2768,male,0,no,yes,7,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card,116.65,816.55,yes
cust2769,male,1,yes,no,57,no,no phone service,dsl,no,yes,no,yes,no,yes,two year,yes,credit card,20.34,1159.38,yes
cust2770,male,1,no,yes,55,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer,37.05,2037.75,no
cust2771,male,1,yes,no,52,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,108.88,5661.76,no
cust2772,female,0,yes,yes,4,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,mailed check,23.83,95.32,yes
cust2773,female,0,yes,no,43,yes,no,dsl,no,yes,yes,no,yes,yes,two year,no,mailed check,114.35,4917.05,no
cust2774,female,0,no,yes,40,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,electronic check,58.01,2320.4,no
cust2775,female,1,no,yes,30,no,no phone service,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,73.87,2216.1,yes
cust2776,male,0,no,no,10,no,no phone service,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card,96.38,963.8,no
